id,question,answer,category,subcategory,difficulty,source,dataset_name,interview_type,language,tags,created_at
31,"What is a database index, and why is it important?","A database index speeds up data retrieval, similar to a book's index, improving query performance.",Database and SQL,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
32,Explain the differences between SQL and NoSQL databases.,SQL databases use structured query language with a predefined schema; NoSQL databases store schema-less data with flexible models.,Database and SQL,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
33,What is a foreign key in a database?,"A foreign key links two tables by referring to the primary key in another table, ensuring referential integrity.",Database and SQL,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
34,Describe the ACID properties in database transactions.,"ACID: Atomicity (indivisible transactions), Consistency (consistent state transitions), Isolation (independent transactions), Durability (persisted changes).",Database and SQL,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
35,How do you optimize a SQL query for better performance?,"Optimize using indexes, efficient SQL, limiting data retrieval, analyzing query performance, and considering denormalization.",Database and SQL,General,Easy,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
36,What is normalization in database design?,"Normalization organizes data into separate tables to reduce redundancy and improve integrity, following normalization forms.",Database and SQL,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
37,Explain the difference between INNER JOIN and LEFT JOIN in SQL.,INNER JOIN returns matching rows from both tables; LEFT JOIN returns all rows from the left table and matching rows from the right.,Database and SQL,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
38,"What is a stored procedure, and when would you use one?","Stored procedures are precompiled SQL statements for data manipulation and logic, used for repetitive tasks and improving performance.",Database and SQL,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
39,"What is database denormalization, and when is it appropriate?","Denormalization introduces redundancy for performance, useful in read-heavy scenarios at the expense of storage and complexity.",Database and SQL,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
40,Discuss the advantages and disadvantages of using an ORM tool.,ORM simplifies database interactions and is language-agnostic. It can introduce performance overhead and may limit database features.,Database and SQL,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
41,What is the Document Object Model (DOM)?,"The DOM is a tree-like representation of a web page's structure, allowing manipulation of content, structure, and style via programming languages.",Web Development,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
42,Explain the difference between HTTP and HTTPS.,"HTTP is an unsecured data transmission protocol; HTTPS is secure, encrypting data in transit using SSL/TLS.",Web Development,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
43,What is CORS (Cross-Origin Resource Sharing)?,"CORS is a security measure allowing or restricting resources requested from another domain, managed via HTTP headers.",Web Development,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
44,Describe the purpose of a web server like Apache or Nginx.,"Web servers handle HTTP requests, serve content, manage security, routing, and can act as reverse proxies for application servers.",Web Development,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
45,"What is a cookie, and how does it work?","Cookies are data stored on the user's computer by the web server, sent with HTTP requests for session management, tracking, and storing preferences.",Web Development,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
46,What is a session in web development?,"A session maintains stateful information across multiple HTTP requests, typically for user authentication and data storage.",Web Development,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
47,Explain the concept of responsive web design.,"Responsive design ensures web content functions across different devices and screen sizes, using CSS media queries and flexible layouts.",Web Development,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
48,Describe the differences between GET and POST requests.,"GET requests retrieve data and include parameters in the URL; POST requests send data to the server, encapsulating data in the request body.",Web Development,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
49,What is the importance of SEO in web development?,"SEO enhances a website's visibility in search engine results, improving organic traffic and user reach through optimized content and structure.",Web Development,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
50,How does a web browser render a web page?,"Browsers parse HTML to create a DOM, fetch resources, build a rendering tree, apply CSS, calculate layout, and paint the page on the screen.",Web Development,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
51,"What is unit testing, and why is it important?","Unit testing evaluates individual code components, ensuring correctness and facilitating early defect detection.",Software Testing,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
52,Explain the difference between black-box and white-box testing.,Black-box tests functionality without internal code knowledge; white-box tests internal code logic and structure.,Software Testing,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
53,What is regression testing?,"Regression testing ensures new code changes don't break existing features, maintaining functionality over updates.",Software Testing,General,Easy,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
54,Describe the purpose of code reviews.,"Code reviews identify defects, improve quality, enforce standards, and facilitate knowledge sharing.",Software Testing,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
55,What is continuous integration (CI) and continuous delivery (CD)?,CI involves frequent code integration and testing; CD extends CI by deploying changes to production automatically after testing.,Software Testing,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
56,Explain the concept of code coverage in testing.,"Code coverage measures the extent of code tested, assessing test thoroughness and identifying untested areas.",Software Testing,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
57,What is a test case and how do you write one?,"A test case outlines test conditions, inputs, and expected results, structured with objective, steps, and documentation.",Software Testing,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
58,"What is load testing, and why is it necessary?","Load testing evaluates system performance under expected load conditions, identifying bottlenecks and scalability issues.",Software Testing,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
59,Describe the differences between manual and automated testing.,Manual testing is human-driven; suitable for exploratory and UX testing. Automated testing uses tools for repetitive tasks; suitable for regression and performance testing.,Software Testing,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
60,What is a bug tracking system?,"A bug tracking system logs, manages, and resolves issues in software development, ensuring systematic problem handling.",Software Testing,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
61,"What is Git, and how does it work?","Git is a distributed version control system for tracking changes in source code, allowing collaborative work and branch management.",Version Control,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
62,Explain the difference between Git and SVN (Subversion).,"Git is distributed, with local repository copies; SVN is centralized, requiring network connectivity for repository access.",Version Control,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
63,"What is a merge conflict, and how do you resolve it in Git?",Merge conflicts occur when changes in different branches clash. Resolve by manually editing files and committing the result.,Version Control,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
64,Describe the purpose of branching in version control.,"Branching isolates development work without affecting other parts of the repository, aiding in feature development and experimentation.",Version Control,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
65,"What is a pull request (PR), and how does it work?","A PR is a request to merge code from one branch to another, facilitating code review and discussion before integration.",Version Control,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
66,How do you handle code conflicts in a team project?,"Resolve code conflicts through communication, careful review, manual merging, testing, and documenting resolutions.",Version Control,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
67,"What is code refactoring, and why is it important?","Refactoring improves code structure and readability without altering functionality, enhancing maintainability and quality.",Version Control,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
68,Explain the role of Git branching strategies like GitFlow.,"GitFlow organizes branches and releases, defining naming conventions and branch purposes for structured and organized development.",Version Control,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
69,"What is Git rebase, and when would you use it?",Git rebase re-applies commits onto another base for a cleaner history. Use with caution to maintain a linear project history.,Version Control,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
70,Discuss the advantages of distributed version control systems.,"Distributed systems allow offline work, flexible branching/merging, faster operations, redundancy, and collaborative workflows.",Version Control,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
71,Describe the concept of microservices architecture.,"Microservices architecture consists of small, independent services communicating via APIs, each responsible for specific functionality, promoting scalability and maintenance.",System Design,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
72,"What is a load balancer, and why is it used in web applications?","A load balancer distributes incoming traffic across servers, ensuring resource efficiency, fault tolerance, and high availability.",System Design,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
73,Explain the importance of caching in web applications.,"Caching stores frequently accessed data for faster retrieval, reducing backend load, improving performance, and enhancing user experience.",System Design,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
74,What is a CDN (Content Delivery Network)?,"A CDN is a network of servers for delivering content efficiently to users based on geographic proximity, reducing latency and load times.",System Design,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
75,Discuss the pros and cons of monolithic vs. microservices architecture.,Monolithic is simple but less scalable; microservices offer scalability and flexibility but are complex to manage.,System Design,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
76,What is a stateless vs. stateful service?,"Stateless services don't retain client data between requests; stateful services maintain client state, useful for sessions and transactions.",System Design,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
77,Explain the concept of CAP theorem in distributed systems.,"The CAP theorem states that in a distributed system, you cannot simultaneously guarantee Consistency, Availability, and Partition Tolerance at all times.",System Design,General,Easy,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
78,How do you ensure data consistency in a distributed database?,"Ensure consistency using strong consistency models, two-phase commits, optimistic concurrency control, and conflict resolution strategies.",System Design,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
79,Describe the role of a reverse proxy in a web application.,"A reverse proxy routes client requests to appropriate servers, providing load balancing, SSL termination, caching, and security.",System Design,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
80,"What is a message broker, and when would you use one?","A message broker facilitates communication in distributed systems through asynchronous messaging, used in event-driven architectures and high-volume scenarios.",System Design,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
81,"What is SQL injection, and how can it be prevented?","SQL injection exploits vulnerabilities to execute malicious SQL. Prevent with parameterized queries, input validation, and least privilege access.",Security,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
82,Explain the concept of Cross-Site Scripting (XSS).,"XSS injects malicious scripts into web apps, executed by users' browsers. Prevent with input validation, output encoding, and CSP.",Security,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
83,What is two-factor authentication (2FA)?,2FA adds extra security by requiring two verification forms: something known (password) and something possessed (device).,Security,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
84,Describe the process of password hashing and salting.,"Hashing transforms passwords into hashes using algorithms; salting adds randomness, enhancing security against attacks.",Security,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
85,"What is OAuth, and how does it work?","OAuth allows third-party app access to user data without exposing credentials, using access tokens for authorization.",Security,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
86,How do you protect against session fixation attacks?,"Protect by regenerating session IDs post-authentication, using unpredictable IDs, and tying IDs to user authentication.",Security,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
87,Explain the principles of least privilege and defense in depth.,Least privilege limits access rights; defense in depth layers security. Both minimize attack surfaces and provide redundancy.,Security,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
88,What is a DDoS (Distributed Denial of Service) attack?,"A DDoS attack overwhelms a target with traffic, causing unavailability. Mitigate with DDoS protection, rate limiting, and traffic analysis.",Security,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
89,How can you secure sensitive data in a mobile app?,"Secure data by encrypting at rest and in transit, using secure authentication, and following best practices.",Security,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
90,Discuss the importance of security in API design.,"API security is vital to protect data and prevent unauthorized access, using authentication, validation, rate limiting, and encryption.",Security,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
91,"What is Docker, and how does it work?","Docker is a containerization platform packaging applications with dependencies, ensuring consistent environments across systems.",DevOps,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
92,Explain the concept of container orchestration.,"Container orchestration automates deployment, scaling, and management of containers, optimizing resource use and handling failures.",DevOps,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
93,"What is Kubernetes, and why is it popular in container management?","Kubernetes is an open-source container orchestration platform automating deployment and management, known for its scalability and community support.",DevOps,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
94,Describe the process of continuous integration and continuous delivery (CI/CD).,"CI/CD automates build, test, and deployment processes, delivering code changes rapidly and reliably to production.",DevOps,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
95,What is infrastructure as code (IaC)?,"IaC manages infrastructure using code, ensuring consistency, automation, and version control in deployments.",DevOps,General,Easy,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
96,How do you monitor the performance of a web application?,"Monitor using tools to collect and analyze data on response times, resource utilization, error rates, and user experience.",DevOps,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
97,Discuss the importance of automated testing in CI/CD pipelines.,"Automated testing in CI/CD ensures code changes are defect-free, enhancing reliability and speeding up delivery.",DevOps,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
98,"What is Blue-Green deployment, and when would you use it?",Blue-Green deployment alternates between two production environments for easy rollbacks and minimal downtime during updates.,DevOps,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
99,Explain the role of a configuration management tool like Ansible.,"Configuration management tools automate provisioning and management of software and infrastructure, ensuring consistency and efficiency.",DevOps,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
100,"Describe the benefits of using a cloud platform like AWS, Azure, or Google Cloud.","Cloud platforms offer scalability, cost-efficiency, global reach, and managed services, reducing operational burdens with security and compliance features.",DevOps,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
101,Explain the concept of 'closure' in JavaScript.,A closure is a function that remembers its outer variables and can access them.,Front-end,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
102,Describe the use of Docker in a DevOps environment.,"Docker allows for packaging applications in containers, facilitating consistent deployment across different environments.",DevOps,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
103,What is a 'race condition' in software development?,A race condition occurs when the system's behavior depends on the sequence or timing of other uncontrollable events.,Back-end,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
104,How would you optimize a website's load time?,"Optimizations can include minimizing HTTP requests, using CDNs, compressing files, caching, etc.",Front-end,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
105,What is the difference between SQL and NoSQL databases?,"SQL databases are structured, use SQL, and are better for complex queries. NoSQL databases are flexible, scale well, and are good for hierarchical data storage.",Back-end,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
106,Can you explain the concept of 'state' in React?,State in React is an object that holds some information that may change over the lifecycle of the component.,Front-end,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
107,What is continuous integration in DevOps?,Continuous integration is the practice of automating the integration of code changes into a software project.,DevOps,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
108,How do you implement a binary search algorithm?,"Binary search involves repeatedly dividing in half the portion of the list that could contain the item, until you've narrowed the possibilities to just one.",Full-stack,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
109,Describe the MVC architecture.,"MVC architecture stands for Model-View-Controller, separating the application into three interconnected components.",Full-stack,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
110,What are microservices and how do they differ from monolithic architectures?,"Microservices are a software development techniquea variant of the service-oriented architecture architectural style that structures an application as a collection of loosely coupled services. In a monolithic architecture, all components are interconnected and interdependent.",Back-end,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
111,Explain the difference between '==' and '===' in JavaScript.,"'==' compares values after type conversion, while '===' compares both value and type.",Front-end,General,Hard,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
112,What is Kubernetes and how does it relate to containerization?,"Kubernetes is an open-source platform for automating deployment, scaling, and operations of application containers across clusters of hosts.",DevOps,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
113,Describe how you would implement a RESTful API in a back-end application.,"A RESTful API is implemented by setting up HTTP routes (GET, POST, PUT, DELETE) and handling requests and responses in a stateless manner, often using JSON.",Back-end,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
114,What are the benefits of server-side rendering vs client-side rendering?,"Server-side rendering improves initial page load time and SEO, while client-side rendering is good for dynamic websites with less initial loading content.",Front-end,General,Medium,Kaggle,Software Engineering Kaggle,Technical,English,"software engineering, oop, sdlc",2026-07-09 12:52:35
